Date,CL=F,BZ=F,GC=F,COP=X,BRL=X,MXN=X,DX-Y.NYB
2019-09-24,57.290000915527344,63.099998474121094,1532.0999755859375,3434.0,4.161499977111816,19.47599983215332,98.33999633789062
2019-09-25,56.4900016784668,62.38999938964844,1504.5999755859375,3433.0,4.1616997718811035,19.435699462890625,99.04000091552734
2019-09-26,56.40999984741211,62.7400016784668,1507.5,3431.0,4.14709997177124,19.566999435424805,99.20999908447266
2019-09-27,55.90999984741211,61.90999984741211,1499.0999755859375,3443.0,4.1691999435424805,19.65703010559082,99.11000061035156
2019-09-30,54.06999969482422,60.779998779296875,1465.699951171875,3400.699951171875,4.157100200653076,19.678699493408203,99.37999725341797
2019-10-01,53.619998931884766,58.88999938964844,1482.0,3421.0,4.154799938201904,19.734819412231445,99.12999725341797
2019-10-02,52.63999938964844,57.689998626708984,1501.0,3423.800048828125,4.154600143432617,19.803800582885742,99.04000091552734
2019-10-03,52.45000076293945,57.709999084472656,1507.0999755859375,3438.5,4.1244001388549805,19.783700942993164,98.86000061035156
2019-10-04,52.810001373291016,58.369998931884766,1506.199951171875,3444.0,4.082900047302246,19.65304946899414,98.80999755859375
2019-10-07,52.75,58.349998474121094,1497.699951171875,3405.699951171875,4.054599761962891,19.52079963684082,98.98999786376953
2019-10-08,52.630001068115234,58.2400016784668,1497.199951171875,3439.0,4.105100154876709,19.570899963378906,99.13999938964844
2019-10-09,52.59000015258789,58.31999969482422,1506.0999755859375,3448.0,4.09089994430542,19.625200271606445,99.12000274658203
2019-10-10,53.54999923706055,59.099998474121094,1494.800048828125,3464.0,4.10830020904541,19.58489990234375,98.70999908447266
2019-10-11,54.70000076293945,60.5099983215332,1482.699951171875,3465.0,4.108399868011475,19.43470001220703,98.30000305175781
2019-10-14,53.59000015258789,59.349998474121094,1491.699951171875,3414.771240234375,4.108500003814697,19.3080997467041,98.44999694824219
2019-10-15,52.810001373291016,58.7400016784668,1477.5999755859375,3384.8232421875,4.123700141906738,19.269350051879883,98.29000091552734
2019-10-16,53.36000061035156,59.41999816894531,1488.0,3450.0,4.178599834442139,19.230649948120117,98.01000213623047
2019-10-17,53.93000030517578,59.90999984741211,1492.300048828125,3456.0,4.148600101470947,19.194900512695312,97.61000061035156
2019-10-18,53.779998779296875,59.41999816894531,1488.199951171875,3456.0,4.161099910736084,19.179800033569336,97.27999877929688
2019-10-21,53.310001373291016,58.959999084472656,1482.4000244140625,3424.0,4.111100196838379,19.117700576782227,97.33000183105469
2019-10-22,54.15999984741211,59.70000076293945,1481.699951171875,3447.0,4.1247639656066895,19.12179946899414,97.52999877929688
2019-10-23,55.970001220703125,61.16999816894531,1489.9000244140625,3430.0,4.078400135040283,19.140689849853516,97.47000122070312
2019-10-24,56.22999954223633,61.66999816894531,1498.9000244140625,3389.0,4.033100128173828,19.101600646972656,97.62999725341797
2019-10-25,56.65999984741211,62.02000045776367,1499.5,3369.0,4.039299964904785,19.117900848388672,97.83000183105469
2019-10-28,55.810001373291016,61.56999969482422,1490.0,3394.0,4.002900123596191,19.0393009185791,97.76000213623047
2019-10-29,55.540000915527344,61.59000015258789,1487.0,3381.0,3.988800048828125,19.110200881958008,97.69000244140625
2019-10-30,55.060001373291016,60.61000061035156,1493.199951171875,3373.0,3.9967000484466553,19.107200622558594,97.6500015258789
2019-10-31,54.18000030517578,60.22999954223633,1511.4000244140625,3387.0,3.9862000942230225,19.092920303344727,97.3499984741211
2019-11-01,56.20000076293945,61.689998626708984,1508.0,3374.0,4.015999794006348,19.238800048828125,97.23999786376953
2019-11-04,56.540000915527344,62.130001068115234,1508.0,3335.185791015625,3.9893999099731445,19.084999084472656,97.51000213623047
2019-11-05,57.22999954223633,62.959999084472656,1480.800048828125,3320.0,4.010799884796143,19.16790008544922,97.9800033569336
2019-11-06,56.349998474121094,61.7400016784668,1490.199951171875,3315.0,3.992000102996826,19.186800003051758,97.94999694824219
2019-11-07,57.150001525878906,62.290000915527344,1464.199951171875,3308.0,4.082300186157227,19.150699615478516,98.13999938964844
2019-11-08,57.2400016784668,62.5099983215332,1461.300048828125,3316.0,4.0995001792907715,19.121599197387695,98.3499984741211
2019-11-11,56.86000061035156,62.18000030517578,1455.5,3336.0,4.133399963378906,19.109500885009766,98.19999694824219
2019-11-12,56.79999923706055,62.060001373291016,1452.0999755859375,3316.0,4.151299953460693,19.111499786376953,98.30999755859375
2019-11-13,57.119998931884766,62.369998931884766,1461.699951171875,3335.0,4.167900085449219,19.2987003326416,98.37000274658203
2019-11-14,56.77000045776367,62.279998779296875,1471.800048828125,3448.0,4.168600082397461,19.365219116210938,98.16000366210938
2019-11-15,57.720001220703125,63.29999923706055,1467.300048828125,3450.0,4.194300174713135,19.312700271606445,98.0
2019-11-18,57.04999923706055,62.439998626708984,1470.9000244140625,3402.76708984375,4.194799900054932,19.19879913330078,97.79000091552734
2019-11-19,55.209999084472656,60.90999984741211,1473.300048828125,3447.0,4.216400146484375,19.317190170288086,97.86000061035156
2019-11-20,57.11000061035156,62.400001525878906,1473.300048828125,3433.0,4.191699981689453,19.358539581298828,97.93000030517578
2019-11-21,58.58000183105469,63.970001220703125,1463.0999755859375,3442.0,4.195000171661377,19.46969985961914,97.98999786376953
2019-11-22,57.77000045776367,63.38999938964844,1463.0999755859375,3435.0,4.191699981689453,19.386850357055664,98.2699966430664
2019-11-25,58.0099983215332,63.650001525878906,1456.5999755859375,3424.0,4.195000171661377,19.344999313354492,98.31999969482422
2019-11-26,58.40999984741211,64.2699966430664,1459.800048828125,3427.25,4.225399971008301,19.44515037536621,98.25
2019-11-27,58.11000061035156,64.05999755859375,1453.4000244140625,3473.75,4.231800079345703,19.507299423217773,98.41000366210938
2019-11-29,55.16999816894531,62.43000030517578,1465.5999755859375,3510.860107421875,4.188000202178955,19.4914493560791,98.2699966430664
2019-12-02,55.959999084472656,60.91999816894531,1462.300048828125,3460.29052734375,4.236100196838379,19.53594970703125,97.86000061035156
2019-12-03,56.099998474121094,60.81999969482422,1478.199951171875,3502.25,4.222300052642822,19.573999404907227,97.73999786376953
2019-12-04,58.43000030517578,63.0,1474.0,3502.14990234375,4.203999996185303,19.54949951171875,97.6500015258789
2019-12-05,58.43000030517578,63.38999938964844,1476.9000244140625,3468.75,4.206099987030029,19.431100845336914,97.41000366210938
